account_id,account_name,customer_key,industry,vertical,billing_street,billing_city,billing_state,billing_postal_code,account_type,annual_revenue,employees,created_date
ACC000387,Le Furet du Nord - Tours,387,Grossiste,Distribution,273 avenue du Livre,Tours,37,59712,Partenaire,9053604,10,2020-12-22
ACC000388,Librairie Kleen - Dijon,388,Ecole,Education,118 avenue du Livre,Dijon,21,42441,Partenaire,22031998,25,2020-11-22
ACC000389,Librairie Sauramps - Clermont-Ferrand,389,Universite,Education,236 avenue du Livre,Clermont-Ferrand,63,55371,Client,35983080,500,2022-02-05
ACC000390,Librairie Dialogues - Montpellier,390,Mediatheque,Institutionnel,80 avenue du Livre,Montpellier,34,46129,Partenaire,16067491,250,2020-12-03
ACC000391,Bibliotheque Nationale - Paris,391,Librairie,Librairie,97 avenue du Livre,Paris,75,24790,Prospect,19988930,500,2021-08-06
ACC000392,BU Paris-Saclay - Lyon,392,Bibliotheque,Institutionnel,17 avenue du Livre,Lyon,69,96533,Client,39710169,5,2022-03-13
ACC000393,Mediatheque de Lyon - Marseille,393,Grossiste,Distribution,215 avenue du Livre,Marseille,13,90599,Partenaire,40600601,250,2021-03-07
ACC000394,CDI Lycee Voltaire - Toulouse,394,Ecole,Education,9 avenue du Livre,Toulouse,31,41544,Client,9547634,250,2020-02-04
ACC000395,Ecole Normale Superieure - Bordeaux,395,Universite,Education,106 avenue du Livre,Bordeaux,33,18819,Client,17931006,10,2021-03-17
ACC000396,Grossiste Livres Express - Nantes,396,Mediatheque,Institutionnel,52 avenue du Livre,Nantes,44,87849,Client,45490522,5,2022-05-07
ACC000397,France Loisirs - Strasbourg,397,Librairie,Librairie,18 avenue du Livre,Strasbourg,67,68515,Prospect,4149168,100,2020-07-14
ACC000398,Chapitre.com - Lille,398,Bibliotheque,Institutionnel,25 avenue du Livre,Lille,59,42077,Prospect,40507824,500,2020-08-06
ACC000399,Leslibraires.fr - Rennes,399,Grossiste,Distribution,23 avenue du Livre,Rennes,35,62725,Partenaire,2236293,500,2022-06-19
ACC000400,Amazon France - Grenoble,400,Ecole,Education,225 avenue du Livre,Grenoble,38,40715,Prospect,29507130,10,2022-03-31
ACC000401,Librairie Gallimard - Rouen,401,Universite,Education,277 avenue du Livre,Rouen,76,38477,Client,15974134,250,2022-07-03
ACC000402,Librairie Gibert - Tours,402,Mediatheque,Institutionnel,29 avenue du Livre,Tours,37,28367,Client,24916333,25,2021-09-20
ACC000403,Fnac Livres - Dijon,403,Librairie,Librairie,258 avenue du Livre,Dijon,21,47914,Client,26090598,25,2022-03-29
ACC000404,Cultura - Clermont-Ferrand,404,Bibliotheque,Institutionnel,120 avenue du Livre,Clermont-Ferrand,63,85511,Client,1613764,5,2021-09-24
ACC000405,Librairie Mollat - Montpellier,405,Grossiste,Distribution,164 avenue du Livre,Montpellier,34,85690,Client,2747991,10,2022-08-26
ACC000406,Librairie Decitre - Paris,406,Ecole,Education,165 avenue du Livre,Paris,75,41051,Client,49566227,250,2020-05-08
ACC000407,Le Furet du Nord - Lyon,407,Universite,Education,155 avenue du Livre,Lyon,69,28777,Prospect,4725288,100,2022-06-12
ACC000408,Librairie Kleen - Marseille,408,Mediatheque,Institutionnel,267 avenue du Livre,Marseille,13,38972,Client,36786083,25,2020-10-04
ACC000409,Librairie Sauramps - Toulouse,409,Librairie,Librairie,212 avenue du Livre,Toulouse,31,49387,Client,43534256,500,2021-04-12
ACC000410,Librairie Dialogues - Bordeaux,410,Bibliotheque,Institutionnel,141 avenue du Livre,Bordeaux,33,17989,Prospect,17095725,25,2021-02-01
ACC000411,Bibliotheque Nationale - Nantes,411,Grossiste,Distribution,286 avenue du Livre,Nantes,44,87550,Partenaire,34089361,500,2020-12-20
ACC000412,BU Paris-Saclay - Strasbourg,412,Ecole,Education,90 avenue du Livre,Strasbourg,67,92050,Client,49950762,10,2021-06-23
ACC000413,Mediatheque de Lyon - Lille,413,Universite,Education,219 avenue du Livre,Lille,59,82856,Partenaire,27615497,5,2021-04-20
ACC000414,CDI Lycee Voltaire - Rennes,414,Mediatheque,Institutionnel,254 avenue du Livre,Rennes,35,16145,Prospect,14771050,10,2022-05-22
ACC000415,Ecole Normale Superieure - Grenoble,415,Librairie,Librairie,177 avenue du Livre,Grenoble,38,94320,Partenaire,33250409,5,2020-02-21
ACC000416,Grossiste Livres Express - Rouen,416,Bibliotheque,Institutionnel,196 avenue du Livre,Rouen,76,78742,Client,21059655,250,2020-02-24
ACC000417,France Loisirs - Tours,417,Grossiste,Distribution,164 avenue du Livre,Tours,37,64568,Partenaire,20926303,500,2020-12-22
ACC000418,Chapitre.com - Dijon,418,Ecole,Education,210 avenue du Livre,Dijon,21,29558,Client,26770820,25,2022-01-28
ACC000419,Leslibraires.fr - Clermont-Ferrand,419,Universite,Education,154 avenue du Livre,Clermont-Ferrand,63,59343,Client,37255652,100,2021-06-09
ACC000420,Amazon France - Montpellier,420,Mediatheque,Institutionnel,95 avenue du Livre,Montpellier,34,80507,Prospect,842851,250,2021-05-29
ACC000421,Librairie Gallimard - Paris,421,Librairie,Librairie,243 avenue du Livre,Paris,75,41584,Client,46614151,500,2020-07-11
ACC000422,Librairie Gibert - Lyon,422,Bibliotheque,Institutionnel,116 avenue du Livre,Lyon,69,49418,Prospect,22593288,5,2020-06-18
ACC000423,Fnac Livres - Marseille,423,Grossiste,Distribution,74 avenue du Livre,Marseille,13,70689,Partenaire,20350236,5,2020-11-30
ACC000424,Cultura - Toulouse,424,Ecole,Education,30 avenue du Livre,Toulouse,31,83713,Partenaire,7560922,5,2022-06-11
ACC000425,Librairie Mollat - Bordeaux,425,Universite,Education,212 avenue du Livre,Bordeaux,33,64592,Prospect,3823581,10,2021-03-28
ACC000426,Librairie Decitre - Nantes,426,Mediatheque,Institutionnel,286 avenue du Livre,Nantes,44,79467,Client,13081861,250,2021-09-09
ACC000427,Le Furet du Nord - Strasbourg,427,Librairie,Librairie,69 avenue du Livre,Strasbourg,67,60910,Partenaire,37400893,25,2021-01-16
ACC000428,Librairie Kleen - Lille,428,Bibliotheque,Institutionnel,125 avenue du Livre,Lille,59,43422,Partenaire,34432486,250,2020-02-17
ACC000429,Librairie Sauramps - Rennes,429,Grossiste,Distribution,105 avenue du Livre,Rennes,35,53288,Client,10093558,250,2021-03-19
ACC000430,Librairie Dialogues - Grenoble,430,Ecole,Education,41 avenue du Livre,Grenoble,38,68954,Client,33728437,100,2020-03-31
ACC000431,Bibliotheque Nationale - Rouen,431,Universite,Education,190 avenue du Livre,Rouen,76,22119,Partenaire,18359417,250,2021-12-24
ACC000432,BU Paris-Saclay - Tours,432,Mediatheque,Institutionnel,275 avenue du Livre,Tours,37,34966,Client,1934683,10,2020-12-12
ACC000433,Mediatheque de Lyon - Dijon,433,Librairie,Librairie,27 avenue du Livre,Dijon,21,45187,Partenaire,3418794,5,2020-06-03
ACC000434,CDI Lycee Voltaire - Clermont-Ferrand,434,Bibliotheque,Institutionnel,194 avenue du Livre,Clermont-Ferrand,63,98299,Partenaire,32710593,250,2022-05-16
ACC000435,Ecole Normale Superieure - Montpellier,435,Grossiste,Distribution,21 avenue du Livre,Montpellier,34,19539,Prospect,22898742,25,2020-11-13
ACC000436,Grossiste Livres Express - Paris,436,Ecole,Education,97 avenue du Livre,Paris,75,87015,Client,11210926,100,2022-05-05
ACC000437,France Loisirs - Lyon,437,Universite,Education,287 avenue du Livre,Lyon,69,38444,Partenaire,10869997,5,2021-06-07
ACC000438,Chapitre.com - Marseille,438,Mediatheque,Institutionnel,246 avenue du Livre,Marseille,13,37379,Prospect,5172214,10,2020-07-15
ACC000439,Leslibraires.fr - Toulouse,439,Librairie,Librairie,171 avenue du Livre,Toulouse,31,49739,Client,29738222,10,2021-06-30
ACC000440,Amazon France - Bordeaux,440,Bibliotheque,Institutionnel,8 avenue du Livre,Bordeaux,33,37762,Client,39993021,250,2020-02-18
ACC000441,Librairie Gallimard - Nantes,441,Grossiste,Distribution,98 avenue du Livre,Nantes,44,25376,Client,16495764,25,2020-07-30
ACC000442,Librairie Gibert - Strasbourg,442,Ecole,Education,246 avenue du Livre,Strasbourg,67,41797,Prospect,4619502,500,2020-04-09
ACC000443,Fnac Livres - Lille,443,Universite,Education,105 avenue du Livre,Lille,59,61987,Prospect,43534831,250,2020-09-29
ACC000444,Cultura - Rennes,444,Mediatheque,Institutionnel,123 avenue du Livre,Rennes,35,82362,Client,26039520,100,2021-09-10
ACC000445,Librairie Mollat - Grenoble,445,Librairie,Librairie,165 avenue du Livre,Grenoble,38,47101,Client,14153400,25,2021-06-09
ACC000446,Librairie Decitre - Rouen,446,Bibliotheque,Institutionnel,195 avenue du Livre,Rouen,76,71112,Prospect,35426919,5,2021-04-05
ACC000447,Le Furet du Nord - Tours,447,Grossiste,Distribution,274 avenue du Livre,Tours,37,95029,Prospect,4004192,100,2020-02-09
ACC000448,Librairie Kleen - Dijon,448,Ecole,Education,184 avenue du Livre,Dijon,21,50425,Client,4050986,50,2021-07-01
ACC000449,Librairie Sauramps - Clermont-Ferrand,449,Universite,Education,134 avenue du Livre,Clermont-Ferrand,63,57139,Client,14178110,500,2021-05-31
ACC000450,Librairie Dialogues - Montpellier,450,Mediatheque,Institutionnel,263 avenue du Livre,Montpellier,34,75179,Partenaire,32556078,100,2021-04-09
ACC000451,Bibliotheque Nationale - Paris,451,Librairie,Librairie,239 avenue du Livre,Paris,75,22924,Client,43396864,10,2022-02-18
ACC000452,BU Paris-Saclay - Lyon,452,Bibliotheque,Institutionnel,241 avenue du Livre,Lyon,69,51973,Client,9992830,500,2021-01-04
ACC000453,Mediatheque de Lyon - Marseille,453,Grossiste,Distribution,105 avenue du Livre,Marseille,13,58589,Prospect,28418279,500,2022-07-26
ACC000454,CDI Lycee Voltaire - Toulouse,454,Ecole,Education,161 avenue du Livre,Toulouse,31,64254,Prospect,40564168,250,2021-05-03
ACC000455,Ecole Normale Superieure - Bordeaux,455,Universite,Education,24 avenue du Livre,Bordeaux,33,83731,Client,34433465,25,2021-02-16
ACC000456,Grossiste Livres Express - Nantes,456,Mediatheque,Institutionnel,114 avenue du Livre,Nantes,44,29126,Client,40959052,100,2022-07-21
ACC000457,France Loisirs - Strasbourg,457,Librairie,Librairie,9 avenue du Livre,Strasbourg,67,44180,Partenaire,40779427,500,2022-04-19
ACC000458,Chapitre.com - Lille,458,Bibliotheque,Institutionnel,284 avenue du Livre,Lille,59,86550,Prospect,19201855,10,2021-03-13
ACC000459,Leslibraires.fr - Rennes,459,Grossiste,Distribution,297 avenue du Livre,Rennes,35,64732,Prospect,32706138,25,2020-09-01
ACC000460,Amazon France - Grenoble,460,Ecole,Education,152 avenue du Livre,Grenoble,38,29976,Prospect,21441289,250,2020-05-25
ACC000461,Librairie Gallimard - Rouen,461,Universite,Education,101 avenue du Livre,Rouen,76,53236,Partenaire,9508481,10,2020-02-07
ACC000462,Librairie Gibert - Tours,462,Mediatheque,Institutionnel,118 avenue du Livre,Tours,37,59786,Partenaire,19524459,25,2020-07-07
ACC000463,Fnac Livres - Dijon,463,Librairie,Librairie,292 avenue du Livre,Dijon,21,42208,Client,43117614,5,2020-02-27
ACC000464,Cultura - Clermont-Ferrand,464,Bibliotheque,Institutionnel,256 avenue du Livre,Clermont-Ferrand,63,82173,Prospect,36998708,250,2020-06-08
ACC000465,Librairie Mollat - Montpellier,465,Grossiste,Distribution,173 avenue du Livre,Montpellier,34,43728,Prospect,19157588,50,2020-04-25
ACC000466,Librairie Decitre - Paris,466,Ecole,Education,251 avenue du Livre,Paris,75,94108,Client,1168704,25,2022-02-12
ACC000467,Le Furet du Nord - Lyon,467,Universite,Education,252 avenue du Livre,Lyon,69,70401,Prospect,7599870,100,2020-11-29
ACC000468,Librairie Kleen - Marseille,468,Mediatheque,Institutionnel,87 avenue du Livre,Marseille,13,56160,Prospect,19789043,100,2020-05-26
ACC000469,Librairie Sauramps - Toulouse,469,Librairie,Librairie,87 avenue du Livre,Toulouse,31,28344,Partenaire,47143463,25,2020-07-14
ACC000470,Librairie Dialogues - Bordeaux,470,Bibliotheque,Institutionnel,280 avenue du Livre,Bordeaux,33,74004,Prospect,31621919,25,2020-10-01
ACC000471,Bibliotheque Nationale - Nantes,471,Grossiste,Distribution,95 avenue du Livre,Nantes,44,81058,Client,17627959,250,2022-01-21
ACC000472,BU Paris-Saclay - Strasbourg,472,Ecole,Education,31 avenue du Livre,Strasbourg,67,78674,Partenaire,33174002,5,2021-02-22
ACC000473,Mediatheque de Lyon - Lille,473,Universite,Education,18 avenue du Livre,Lille,59,19742,Prospect,9617779,50,2020-03-10
ACC000474,CDI Lycee Voltaire - Rennes,474,Mediatheque,Institutionnel,25 avenue du Livre,Rennes,35,10836,Partenaire,16769778,500,2022-04-21
ACC000475,Ecole Normale Superieure - Grenoble,475,Librairie,Librairie,212 avenue du Livre,Grenoble,38,28021,Partenaire,23105113,25,2020-07-14
ACC000476,Grossiste Livres Express - Rouen,476,Bibliotheque,Institutionnel,119 avenue du Livre,Rouen,76,18908,Prospect,5777081,250,2021-08-05
ACC000477,France Loisirs - Tours,477,Grossiste,Distribution,78 avenue du Livre,Tours,37,11198,Client,20924041,250,2020-10-22
ACC000478,Chapitre.com - Dijon,478,Ecole,Education,112 avenue du Livre,Dijon,21,76287,Prospect,30885120,5,2021-02-17
ACC000479,Leslibraires.fr - Clermont-Ferrand,479,Universite,Education,234 avenue du Livre,Clermont-Ferrand,63,58916,Partenaire,15737957,50,2020-07-20
ACC000480,Amazon France - Montpellier,480,Mediatheque,Institutionnel,31 avenue du Livre,Montpellier,34,90980,Prospect,31909148,250,2020-04-08
ACC000481,Librairie Gallimard - Paris,481,Librairie,Librairie,248 avenue du Livre,Paris,75,96413,Partenaire,33812010,500,2022-04-07
ACC000482,Librairie Gibert - Lyon,482,Bibliotheque,Institutionnel,250 avenue du Livre,Lyon,69,12061,Client,2298415,100,2021-01-24
ACC000483,Fnac Livres - Marseille,483,Grossiste,Distribution,4 avenue du Livre,Marseille,13,79758,Client,17721942,100,2020-02-15
ACC000484,Cultura - Toulouse,484,Ecole,Education,283 avenue du Livre,Toulouse,31,63914,Partenaire,25163654,250,2020-08-04
ACC000485,Librairie Mollat - Bordeaux,485,Universite,Education,7 avenue du Livre,Bordeaux,33,12192,Partenaire,39946287,5,2021-09-03
ACC000486,Librairie Decitre - Nantes,486,Mediatheque,Institutionnel,272 avenue du Livre,Nantes,44,46010,Partenaire,22171979,25,2020-10-07
ACC000487,Le Furet du Nord - Strasbourg,487,Librairie,Librairie,275 avenue du Livre,Strasbourg,67,47576,Client,1310489,50,2021-10-13
ACC000488,Librairie Kleen - Lille,488,Bibliotheque,Institutionnel,9 avenue du Livre,Lille,59,75826,Client,13665565,10,2021-09-30
ACC000489,Librairie Sauramps - Rennes,489,Grossiste,Distribution,221 avenue du Livre,Rennes,35,33496,Client,9556711,5,2021-09-10
ACC000490,Librairie Dialogues - Grenoble,490,Ecole,Education,55 avenue du Livre,Grenoble,38,22624,Client,20696927,500,2020-01-20
ACC000491,Bibliotheque Nationale - Rouen,491,Universite,Education,269 avenue du Livre,Rouen,76,29516,Partenaire,12046348,10,2022-03-05
ACC000492,BU Paris-Saclay - Tours,492,Mediatheque,Institutionnel,124 avenue du Livre,Tours,37,35156,Prospect,14165678,50,2021-06-09
ACC000493,Mediatheque de Lyon - Dijon,493,Librairie,Librairie,270 avenue du Livre,Dijon,21,43084,Partenaire,18622777,250,2020-12-11
ACC000494,CDI Lycee Voltaire - Clermont-Ferrand,494,Bibliotheque,Institutionnel,182 avenue du Livre,Clermont-Ferrand,63,45038,Client,49957284,5,2021-10-27
ACC000495,Ecole Normale Superieure - Montpellier,495,Grossiste,Distribution,204 avenue du Livre,Montpellier,34,20357,Prospect,48967877,25,2021-02-14
ACC000496,Grossiste Livres Express - Paris,496,Ecole,Education,192 avenue du Livre,Paris,75,63218,Client,35555856,50,2021-08-11
ACC000497,France Loisirs - Lyon,497,Universite,Education,236 avenue du Livre,Lyon,69,84055,Client,32426556,50,2020-06-17
ACC000498,Chapitre.com - Marseille,498,Mediatheque,Institutionnel,125 avenue du Livre,Marseille,13,39603,Client,35743371,5,2022-06-07
ACC000499,Leslibraires.fr - Toulouse,499,Librairie,Librairie,154 avenue du Livre,Toulouse,31,99658,Client,45154114,25,2021-04-23
ACC000500,Amazon France - Bordeaux,500,Bibliotheque,Institutionnel,42 avenue du Livre,Bordeaux,33,95686,Partenaire,4269817,25,2021-02-03
ACC000501,Librairie Gallimard - Nantes,501,Grossiste,Distribution,17 avenue du Livre,Nantes,44,22255,Client,30467969,10,2020-11-23
ACC000502,Librairie Gibert - Strasbourg,502,Ecole,Education,208 avenue du Livre,Strasbourg,67,59710,Partenaire,16751894,250,2022-07-03
ACC000503,Fnac Livres - Lille,503,Universite,Education,194 avenue du Livre,Lille,59,82443,Client,43792128,250,2022-02-26
ACC000504,Cultura - Rennes,504,Mediatheque,Institutionnel,244 avenue du Livre,Rennes,35,17355,Client,34532488,250,2020-06-13
ACC000505,Librairie Mollat - Grenoble,505,Librairie,Librairie,5 avenue du Livre,Grenoble,38,32463,Partenaire,4359706,250,2020-11-07
ACC000506,Librairie Decitre - Rouen,506,Bibliotheque,Institutionnel,43 avenue du Livre,Rouen,76,75517,Client,27660017,500,2020-03-06
ACC000507,Le Furet du Nord - Tours,507,Grossiste,Distribution,223 avenue du Livre,Tours,37,94529,Client,49779790,250,2020-05-18
ACC000508,Librairie Kleen - Dijon,508,Ecole,Education,170 avenue du Livre,Dijon,21,84167,Client,20593726,500,2020-05-28
ACC000509,Librairie Sauramps - Clermont-Ferrand,509,Universite,Education,49 avenue du Livre,Clermont-Ferrand,63,79226,Prospect,13902576,25,2020-11-23
ACC000510,Librairie Dialogues - Montpellier,510,Mediatheque,Institutionnel,22 avenue du Livre,Montpellier,34,40115,Partenaire,18427573,25,2020-01-02
ACC000511,Bibliotheque Nationale - Paris,511,Librairie,Librairie,109 avenue du Livre,Paris,75,84289,Prospect,23501029,10,2022-03-17
ACC000512,BU Paris-Saclay - Lyon,512,Bibliotheque,Institutionnel,244 avenue du Livre,Lyon,69,45532,Partenaire,36848529,50,2021-12-13
ACC000513,Mediatheque de Lyon - Marseille,513,Grossiste,Distribution,24 avenue du Livre,Marseille,13,19744,Partenaire,17518242,10,2020-01-29
ACC000514,CDI Lycee Voltaire - Toulouse,514,Ecole,Education,144 avenue du Livre,Toulouse,31,81176,Partenaire,29703085,250,2021-01-16
ACC000515,Ecole Normale Superieure - Bordeaux,515,Universite,Education,289 avenue du Livre,Bordeaux,33,96259,Prospect,43743603,500,2020-06-26
ACC000516,Grossiste Livres Express - Nantes,516,Mediatheque,Institutionnel,17 avenue du Livre,Nantes,44,33508,Partenaire,27482268,5,2021-03-16
ACC000517,France Loisirs - Strasbourg,517,Librairie,Librairie,162 avenue du Livre,Strasbourg,67,12052,Client,19284539,25,2021-02-14
ACC000518,Chapitre.com - Lille,518,Bibliotheque,Institutionnel,107 avenue du Livre,Lille,59,86943,Partenaire,5163776,25,2021-02-12
ACC000519,Leslibraires.fr - Rennes,519,Grossiste,Distribution,74 avenue du Livre,Rennes,35,62205,Partenaire,14050879,25,2020-08-20
ACC000520,Amazon France - Grenoble,520,Ecole,Education,40 avenue du Livre,Grenoble,38,49226,Partenaire,38472142,5,2021-11-15
ACC000521,Librairie Gallimard - Rouen,521,Universite,Education,84 avenue du Livre,Rouen,76,83919,Prospect,1944490,250,2020-06-21
ACC000522,Librairie Gibert - Tours,522,Mediatheque,Institutionnel,124 avenue du Livre,Tours,37,84277,Partenaire,49161893,500,2021-06-16
ACC000523,Fnac Livres - Dijon,523,Librairie,Librairie,200 avenue du Livre,Dijon,21,98740,Partenaire,28281298,25,2022-07-15
ACC000524,Cultura - Clermont-Ferrand,524,Bibliotheque,Institutionnel,277 avenue du Livre,Clermont-Ferrand,63,53480,Partenaire,2893797,250,2021-04-05
ACC000525,Librairie Mollat - Montpellier,525,Grossiste,Distribution,197 avenue du Livre,Montpellier,34,28343,Client,22535452,25,2020-10-05
ACC000526,Librairie Decitre - Paris,526,Ecole,Education,41 avenue du Livre,Paris,75,75639,Partenaire,40922072,50,2022-08-08
ACC000527,Le Furet du Nord - Lyon,527,Universite,Education,178 avenue du Livre,Lyon,69,17038,Client,42443142,500,2021-02-18
ACC000528,Librairie Kleen - Marseille,528,Mediatheque,Institutionnel,51 avenue du Livre,Marseille,13,67290,Client,15615200,250,2021-10-28
ACC000529,Librairie Sauramps - Toulouse,529,Librairie,Librairie,119 avenue du Livre,Toulouse,31,19963,Client,42655209,500,2020-05-17
ACC000530,Librairie Dialogues - Bordeaux,530,Bibliotheque,Institutionnel,175 avenue du Livre,Bordeaux,33,89320,Partenaire,44147424,10,2020-07-16
ACC000531,Bibliotheque Nationale - Nantes,531,Grossiste,Distribution,204 avenue du Livre,Nantes,44,52778,Client,17945646,10,2022-01-30
ACC000532,BU Paris-Saclay - Strasbourg,532,Ecole,Education,16 avenue du Livre,Strasbourg,67,93115,Partenaire,41552135,25,2021-08-30
ACC000533,Mediatheque de Lyon - Lille,533,Universite,Education,140 avenue du Livre,Lille,59,69054,Partenaire,44958235,250,2020-06-05
ACC000534,CDI Lycee Voltaire - Rennes,534,Mediatheque,Institutionnel,252 avenue du Livre,Rennes,35,39902,Partenaire,47176633,10,2021-06-11
ACC000535,Ecole Normale Superieure - Grenoble,535,Librairie,Librairie,183 avenue du Livre,Grenoble,38,82487,Prospect,20028579,10,2020-05-22
ACC000536,Grossiste Livres Express - Rouen,536,Bibliotheque,Institutionnel,193 avenue du Livre,Rouen,76,66603,Client,5040184,100,2020-01-15
ACC000537,France Loisirs - Tours,537,Grossiste,Distribution,96 avenue du Livre,Tours,37,99088,Prospect,16644160,50,2020-12-01
ACC000538,Chapitre.com - Dijon,538,Ecole,Education,300 avenue du Livre,Dijon,21,96595,Prospect,27662293,250,2020-10-12
ACC000539,Leslibraires.fr - Clermont-Ferrand,539,Universite,Education,195 avenue du Livre,Clermont-Ferrand,63,21232,Prospect,13703250,50,2022-04-09
ACC000540,Amazon France - Montpellier,540,Mediatheque,Institutionnel,152 avenue du Livre,Montpellier,34,42302,Client,36695185,100,2021-01-21
ACC000541,Librairie Gallimard - Paris,541,Librairie,Librairie,38 avenue du Livre,Paris,75,20752,Partenaire,40806570,250,2021-11-16
ACC000542,Librairie Gibert - Lyon,542,Bibliotheque,Institutionnel,138 avenue du Livre,Lyon,69,30214,Client,35188000,500,2020-05-15
ACC000543,Fnac Livres - Marseille,543,Grossiste,Distribution,195 avenue du Livre,Marseille,13,93086,Partenaire,46052150,250,2020-06-15
ACC000544,Cultura - Toulouse,544,Ecole,Education,79 avenue du Livre,Toulouse,31,61068,Client,20863516,500,2020-11-11
ACC000545,Librairie Mollat - Bordeaux,545,Universite,Education,163 avenue du Livre,Bordeaux,33,57277,Client,14983607,50,2022-05-09
ACC000546,Librairie Decitre - Nantes,546,Mediatheque,Institutionnel,55 avenue du Livre,Nantes,44,21995,Partenaire,16241096,10,2021-09-01
ACC000547,Le Furet du Nord - Strasbourg,547,Librairie,Librairie,3 avenue du Livre,Strasbourg,67,50405,Client,40312749,50,2022-04-07
ACC000548,Librairie Kleen - Lille,548,Bibliotheque,Institutionnel,228 avenue du Livre,Lille,59,57175,Partenaire,39346241,50,2022-06-10
ACC000549,Librairie Sauramps - Rennes,549,Grossiste,Distribution,139 avenue du Livre,Rennes,35,23399,Prospect,29233985,100,2020-10-11
ACC000550,Librairie Dialogues - Grenoble,550,Ecole,Education,68 avenue du Livre,Grenoble,38,21442,Client,5406465,5,2020-01-03
ACC000551,Bibliotheque Nationale - Rouen,551,Universite,Education,96 avenue du Livre,Rouen,76,66489,Client,31006512,500,2022-09-15
ACC000552,BU Paris-Saclay - Tours,552,Mediatheque,Institutionnel,230 avenue du Livre,Tours,37,83005,Prospect,13735111,10,2020-05-13
ACC000553,Mediatheque de Lyon - Dijon,553,Librairie,Librairie,285 avenue du Livre,Dijon,21,77166,Prospect,14323403,500,2020-01-31
ACC000554,CDI Lycee Voltaire - Clermont-Ferrand,554,Bibliotheque,Institutionnel,209 avenue du Livre,Clermont-Ferrand,63,23538,Prospect,18852158,100,2022-01-14
ACC000555,Ecole Normale Superieure - Montpellier,555,Grossiste,Distribution,14 avenue du Livre,Montpellier,34,21746,Prospect,3717036,100,2020-10-07
ACC000556,Grossiste Livres Express - Paris,556,Ecole,Education,182 avenue du Livre,Paris,75,82642,Partenaire,25501746,250,2022-05-17
ACC000557,France Loisirs - Lyon,557,Universite,Education,48 avenue du Livre,Lyon,69,88240,Client,38722756,5,2021-05-22
ACC000558,Chapitre.com - Marseille,558,Mediatheque,Institutionnel,167 avenue du Livre,Marseille,13,60493,Client,42446577,100,2020-01-30
ACC000559,Leslibraires.fr - Toulouse,559,Librairie,Librairie,7 avenue du Livre,Toulouse,31,48253,Partenaire,2476043,100,2020-11-18
ACC000560,Amazon France - Bordeaux,560,Bibliotheque,Institutionnel,212 avenue du Livre,Bordeaux,33,60829,Prospect,21575003,25,2020-09-16
ACC000561,Librairie Gallimard - Nantes,561,Grossiste,Distribution,44 avenue du Livre,Nantes,44,83339,Partenaire,42602253,250,2022-03-09
ACC000562,Librairie Gibert - Strasbourg,562,Ecole,Education,125 avenue du Livre,Strasbourg,67,84967,Partenaire,197772,10,2022-08-22
ACC000563,Fnac Livres - Lille,563,Universite,Education,267 avenue du Livre,Lille,59,32227,Client,35063866,50,2020-10-18
ACC000564,Cultura - Rennes,564,Mediatheque,Institutionnel,195 avenue du Livre,Rennes,35,32216,Client,14883258,250,2020-04-20
ACC000565,Librairie Mollat - Grenoble,565,Librairie,Librairie,72 avenue du Livre,Grenoble,38,45247,Partenaire,38690333,500,2022-04-01
ACC000566,Librairie Decitre - Rouen,566,Bibliotheque,Institutionnel,155 avenue du Livre,Rouen,76,45180,Client,7198090,100,2022-05-07
ACC000567,Le Furet du Nord - Tours,567,Grossiste,Distribution,253 avenue du Livre,Tours,37,29127,Partenaire,48504099,10,2020-12-04
ACC000568,Librairie Kleen - Dijon,568,Ecole,Education,33 avenue du Livre,Dijon,21,31916,Prospect,38290066,100,2020-08-04
ACC000569,Librairie Sauramps - Clermont-Ferrand,569,Universite,Education,223 avenue du Livre,Clermont-Ferrand,63,46170,Partenaire,4763013,250,2022-05-27
ACC000570,Librairie Dialogues - Montpellier,570,Mediatheque,Institutionnel,216 avenue du Livre,Montpellier,34,49289,Client,29486899,25,2022-01-08
ACC000571,Bibliotheque Nationale - Paris,571,Librairie,Librairie,248 avenue du Livre,Paris,75,20082,Prospect,23399629,10,2021-01-09
ACC000572,BU Paris-Saclay - Lyon,572,Bibliotheque,Institutionnel,185 avenue du Livre,Lyon,69,42990,Client,8877019,100,2021-04-04
ACC000573,Mediatheque de Lyon - Marseille,573,Grossiste,Distribution,127 avenue du Livre,Marseille,13,91924,Partenaire,30422896,100,2022-05-14
ACC000574,CDI Lycee Voltaire - Toulouse,574,Ecole,Education,254 avenue du Livre,Toulouse,31,87831,Prospect,42073607,25,2022-02-25
ACC000575,Ecole Normale Superieure - Bordeaux,575,Universite,Education,101 avenue du Livre,Bordeaux,33,70012,Client,49245351,10,2020-02-11
ACC000576,Grossiste Livres Express - Nantes,576,Mediatheque,Institutionnel,55 avenue du Livre,Nantes,44,27758,Partenaire,32260819,10,2020-01-25
ACC000577,France Loisirs - Strasbourg,577,Librairie,Librairie,156 avenue du Livre,Strasbourg,67,10887,Prospect,41887973,250,2020-06-09
ACC000578,Chapitre.com - Lille,578,Bibliotheque,Institutionnel,203 avenue du Livre,Lille,59,53544,Client,10495643,5,2021-10-16
