customer_key,customer_name,industry,vertical,address,city,state,zip
575,Ecole Normale Superieure - Bordeaux,Universite,Education,101 avenue du Livre,Bordeaux,33,70012
576,Grossiste Livres Express - Nantes,Mediatheque,Institutionnel,55 avenue du Livre,Nantes,44,27758
577,France Loisirs - Strasbourg,Librairie,Librairie,156 avenue du Livre,Strasbourg,67,10887
578,Chapitre.com - Lille,Bibliotheque,Institutionnel,203 avenue du Livre,Lille,59,53544
579,Leslibraires.fr - Rennes,Grossiste,Distribution,195 avenue du Livre,Rennes,35,53193
580,Amazon France - Grenoble,Ecole,Education,226 avenue du Livre,Grenoble,38,53874
581,Librairie Gallimard - Rouen,Universite,Education,221 avenue du Livre,Rouen,76,95332
582,Librairie Gibert - Tours,Mediatheque,Institutionnel,70 avenue du Livre,Tours,37,49378
583,Fnac Livres - Dijon,Librairie,Librairie,165 avenue du Livre,Dijon,21,89064
584,Cultura - Clermont-Ferrand,Bibliotheque,Institutionnel,103 avenue du Livre,Clermont-Ferrand,63,72784
585,Librairie Mollat - Montpellier,Grossiste,Distribution,161 avenue du Livre,Montpellier,34,33283
586,Librairie Decitre - Paris,Ecole,Education,204 avenue du Livre,Paris,75,51830
587,Le Furet du Nord - Lyon,Universite,Education,150 avenue du Livre,Lyon,69,92955
588,Librairie Kleen - Marseille,Mediatheque,Institutionnel,252 avenue du Livre,Marseille,13,85481
589,Librairie Sauramps - Toulouse,Librairie,Librairie,125 avenue du Livre,Toulouse,31,52714
590,Librairie Dialogues - Bordeaux,Bibliotheque,Institutionnel,193 avenue du Livre,Bordeaux,33,46739
591,Bibliotheque Nationale - Nantes,Grossiste,Distribution,202 avenue du Livre,Nantes,44,57843
592,BU Paris-Saclay - Strasbourg,Ecole,Education,59 avenue du Livre,Strasbourg,67,83905
593,Mediatheque de Lyon - Lille,Universite,Education,103 avenue du Livre,Lille,59,87624
594,CDI Lycee Voltaire - Rennes,Mediatheque,Institutionnel,280 avenue du Livre,Rennes,35,33583
595,Ecole Normale Superieure - Grenoble,Librairie,Librairie,282 avenue du Livre,Grenoble,38,13527
596,Grossiste Livres Express - Rouen,Bibliotheque,Institutionnel,237 avenue du Livre,Rouen,76,37479
597,France Loisirs - Tours,Grossiste,Distribution,225 avenue du Livre,Tours,37,48185
598,Chapitre.com - Dijon,Ecole,Education,36 avenue du Livre,Dijon,21,63627
599,Leslibraires.fr - Clermont-Ferrand,Universite,Education,256 avenue du Livre,Clermont-Ferrand,63,28242
600,Amazon France - Montpellier,Mediatheque,Institutionnel,156 avenue du Livre,Montpellier,34,41722
601,Librairie Gallimard - Paris,Librairie,Librairie,130 avenue du Livre,Paris,75,96332
602,Librairie Gibert - Lyon,Bibliotheque,Institutionnel,79 avenue du Livre,Lyon,69,65460
603,Fnac Livres - Marseille,Grossiste,Distribution,194 avenue du Livre,Marseille,13,19694
604,Cultura - Toulouse,Ecole,Education,230 avenue du Livre,Toulouse,31,88372
605,Librairie Mollat - Bordeaux,Universite,Education,246 avenue du Livre,Bordeaux,33,86315
606,Librairie Decitre - Nantes,Mediatheque,Institutionnel,206 avenue du Livre,Nantes,44,80040
607,Le Furet du Nord - Strasbourg,Librairie,Librairie,260 avenue du Livre,Strasbourg,67,64827
608,Librairie Kleen - Lille,Bibliotheque,Institutionnel,279 avenue du Livre,Lille,59,14818
609,Librairie Sauramps - Rennes,Grossiste,Distribution,185 avenue du Livre,Rennes,35,80373
610,Librairie Dialogues - Grenoble,Ecole,Education,44 avenue du Livre,Grenoble,38,24335
611,Bibliotheque Nationale - Rouen,Universite,Education,128 avenue du Livre,Rouen,76,96193
612,BU Paris-Saclay - Tours,Mediatheque,Institutionnel,182 avenue du Livre,Tours,37,31802
613,Mediatheque de Lyon - Dijon,Librairie,Librairie,23 avenue du Livre,Dijon,21,83822
614,CDI Lycee Voltaire - Clermont-Ferrand,Bibliotheque,Institutionnel,205 avenue du Livre,Clermont-Ferrand,63,53463
615,Ecole Normale Superieure - Montpellier,Grossiste,Distribution,221 avenue du Livre,Montpellier,34,23886
616,Grossiste Livres Express - Paris,Ecole,Education,6 avenue du Livre,Paris,75,22924
617,France Loisirs - Lyon,Universite,Education,133 avenue du Livre,Lyon,69,39098
618,Chapitre.com - Marseille,Mediatheque,Institutionnel,262 avenue du Livre,Marseille,13,77999
619,Leslibraires.fr - Toulouse,Librairie,Librairie,286 avenue du Livre,Toulouse,31,86089
620,Amazon France - Bordeaux,Bibliotheque,Institutionnel,295 avenue du Livre,Bordeaux,33,38971
621,Librairie Gallimard - Nantes,Grossiste,Distribution,229 avenue du Livre,Nantes,44,59036
622,Librairie Gibert - Strasbourg,Ecole,Education,201 avenue du Livre,Strasbourg,67,70694
623,Fnac Livres - Lille,Universite,Education,257 avenue du Livre,Lille,59,29758
624,Cultura - Rennes,Mediatheque,Institutionnel,177 avenue du Livre,Rennes,35,13219
625,Librairie Mollat - Grenoble,Librairie,Librairie,248 avenue du Livre,Grenoble,38,23703
626,Librairie Decitre - Rouen,Bibliotheque,Institutionnel,152 avenue du Livre,Rouen,76,64522
627,Le Furet du Nord - Tours,Grossiste,Distribution,44 avenue du Livre,Tours,37,25213
628,Librairie Kleen - Dijon,Ecole,Education,73 avenue du Livre,Dijon,21,55656
629,Librairie Sauramps - Clermont-Ferrand,Universite,Education,160 avenue du Livre,Clermont-Ferrand,63,54966
630,Librairie Dialogues - Montpellier,Mediatheque,Institutionnel,234 avenue du Livre,Montpellier,34,37114
631,Bibliotheque Nationale - Paris,Librairie,Librairie,267 avenue du Livre,Paris,75,73298
632,BU Paris-Saclay - Lyon,Bibliotheque,Institutionnel,179 avenue du Livre,Lyon,69,72411
633,Mediatheque de Lyon - Marseille,Grossiste,Distribution,50 avenue du Livre,Marseille,13,67431
634,CDI Lycee Voltaire - Toulouse,Ecole,Education,232 avenue du Livre,Toulouse,31,51800
635,Ecole Normale Superieure - Bordeaux,Universite,Education,35 avenue du Livre,Bordeaux,33,49356
636,Grossiste Livres Express - Nantes,Mediatheque,Institutionnel,23 avenue du Livre,Nantes,44,25084
637,France Loisirs - Strasbourg,Librairie,Librairie,12 avenue du Livre,Strasbourg,67,54967
638,Chapitre.com - Lille,Bibliotheque,Institutionnel,56 avenue du Livre,Lille,59,98754
639,Leslibraires.fr - Rennes,Grossiste,Distribution,85 avenue du Livre,Rennes,35,41970
640,Amazon France - Grenoble,Ecole,Education,265 avenue du Livre,Grenoble,38,32865
641,Librairie Gallimard - Rouen,Universite,Education,283 avenue du Livre,Rouen,76,30989
642,Librairie Gibert - Tours,Mediatheque,Institutionnel,170 avenue du Livre,Tours,37,83380
643,Fnac Livres - Dijon,Librairie,Librairie,219 avenue du Livre,Dijon,21,70562
644,Cultura - Clermont-Ferrand,Bibliotheque,Institutionnel,119 avenue du Livre,Clermont-Ferrand,63,63090
645,Librairie Mollat - Montpellier,Grossiste,Distribution,95 avenue du Livre,Montpellier,34,34430
646,Librairie Decitre - Paris,Ecole,Education,222 avenue du Livre,Paris,75,61849
647,Le Furet du Nord - Lyon,Universite,Education,15 avenue du Livre,Lyon,69,90492
648,Librairie Kleen - Marseille,Mediatheque,Institutionnel,102 avenue du Livre,Marseille,13,68926
649,Librairie Sauramps - Toulouse,Librairie,Librairie,220 avenue du Livre,Toulouse,31,60965
650,Librairie Dialogues - Bordeaux,Bibliotheque,Institutionnel,3 avenue du Livre,Bordeaux,33,38153
651,Bibliotheque Nationale - Nantes,Grossiste,Distribution,106 avenue du Livre,Nantes,44,46483
652,BU Paris-Saclay - Strasbourg,Ecole,Education,33 avenue du Livre,Strasbourg,67,85674
653,Mediatheque de Lyon - Lille,Universite,Education,53 avenue du Livre,Lille,59,80371
654,CDI Lycee Voltaire - Rennes,Mediatheque,Institutionnel,96 avenue du Livre,Rennes,35,57945
655,Ecole Normale Superieure - Grenoble,Librairie,Librairie,167 avenue du Livre,Grenoble,38,35830
656,Grossiste Livres Express - Rouen,Bibliotheque,Institutionnel,235 avenue du Livre,Rouen,76,24936
657,France Loisirs - Tours,Grossiste,Distribution,135 avenue du Livre,Tours,37,97910
658,Chapitre.com - Dijon,Ecole,Education,251 avenue du Livre,Dijon,21,79168
659,Leslibraires.fr - Clermont-Ferrand,Universite,Education,161 avenue du Livre,Clermont-Ferrand,63,88246
660,Amazon France - Montpellier,Mediatheque,Institutionnel,199 avenue du Livre,Montpellier,34,90125
661,Librairie Gallimard - Paris,Librairie,Librairie,201 avenue du Livre,Paris,75,86939
662,Librairie Gibert - Lyon,Bibliotheque,Institutionnel,59 avenue du Livre,Lyon,69,55603
663,Fnac Livres - Marseille,Grossiste,Distribution,181 avenue du Livre,Marseille,13,70012
664,Cultura - Toulouse,Ecole,Education,89 avenue du Livre,Toulouse,31,98288
665,Librairie Mollat - Bordeaux,Universite,Education,153 avenue du Livre,Bordeaux,33,90541
666,Librairie Decitre - Nantes,Mediatheque,Institutionnel,44 avenue du Livre,Nantes,44,98094
667,Le Furet du Nord - Strasbourg,Librairie,Librairie,69 avenue du Livre,Strasbourg,67,51049
668,Librairie Kleen - Lille,Bibliotheque,Institutionnel,61 avenue du Livre,Lille,59,41270
669,Librairie Sauramps - Rennes,Grossiste,Distribution,157 avenue du Livre,Rennes,35,25328
670,Librairie Dialogues - Grenoble,Ecole,Education,94 avenue du Livre,Grenoble,38,58929
671,Bibliotheque Nationale - Rouen,Universite,Education,73 avenue du Livre,Rouen,76,76954
672,BU Paris-Saclay - Tours,Mediatheque,Institutionnel,199 avenue du Livre,Tours,37,64819
673,Mediatheque de Lyon - Dijon,Librairie,Librairie,71 avenue du Livre,Dijon,21,85340
674,CDI Lycee Voltaire - Clermont-Ferrand,Bibliotheque,Institutionnel,197 avenue du Livre,Clermont-Ferrand,63,65448
675,Ecole Normale Superieure - Montpellier,Grossiste,Distribution,96 avenue du Livre,Montpellier,34,73788
676,Grossiste Livres Express - Paris,Ecole,Education,276 avenue du Livre,Paris,75,94575
677,France Loisirs - Lyon,Universite,Education,89 avenue du Livre,Lyon,69,82733
678,Chapitre.com - Marseille,Mediatheque,Institutionnel,86 avenue du Livre,Marseille,13,74178
679,Leslibraires.fr - Toulouse,Librairie,Librairie,148 avenue du Livre,Toulouse,31,28388
680,Amazon France - Bordeaux,Bibliotheque,Institutionnel,96 avenue du Livre,Bordeaux,33,51232
681,Librairie Gallimard - Nantes,Grossiste,Distribution,231 avenue du Livre,Nantes,44,91187
682,Librairie Gibert - Strasbourg,Ecole,Education,28 avenue du Livre,Strasbourg,67,57059
683,Fnac Livres - Lille,Universite,Education,5 avenue du Livre,Lille,59,73518
684,Cultura - Rennes,Mediatheque,Institutionnel,70 avenue du Livre,Rennes,35,35575
685,Librairie Mollat - Grenoble,Librairie,Librairie,197 avenue du Livre,Grenoble,38,83607
686,Librairie Decitre - Rouen,Bibliotheque,Institutionnel,259 avenue du Livre,Rouen,76,95599
687,Le Furet du Nord - Tours,Grossiste,Distribution,254 avenue du Livre,Tours,37,63626
688,Librairie Kleen - Dijon,Ecole,Education,252 avenue du Livre,Dijon,21,64477
689,Librairie Sauramps - Clermont-Ferrand,Universite,Education,228 avenue du Livre,Clermont-Ferrand,63,74054
690,Librairie Dialogues - Montpellier,Mediatheque,Institutionnel,86 avenue du Livre,Montpellier,34,20835
691,Bibliotheque Nationale - Paris,Librairie,Librairie,290 avenue du Livre,Paris,75,14044
692,BU Paris-Saclay - Lyon,Bibliotheque,Institutionnel,113 avenue du Livre,Lyon,69,48284
693,Mediatheque de Lyon - Marseille,Grossiste,Distribution,17 avenue du Livre,Marseille,13,46025
694,CDI Lycee Voltaire - Toulouse,Ecole,Education,116 avenue du Livre,Toulouse,31,80465
695,Ecole Normale Superieure - Bordeaux,Universite,Education,148 avenue du Livre,Bordeaux,33,32047
696,Grossiste Livres Express - Nantes,Mediatheque,Institutionnel,235 avenue du Livre,Nantes,44,84140
697,France Loisirs - Strasbourg,Librairie,Librairie,254 avenue du Livre,Strasbourg,67,82053
698,Chapitre.com - Lille,Bibliotheque,Institutionnel,262 avenue du Livre,Lille,59,24838
699,Leslibraires.fr - Rennes,Grossiste,Distribution,294 avenue du Livre,Rennes,35,24969
700,Amazon France - Grenoble,Ecole,Education,138 avenue du Livre,Grenoble,38,81186
701,Librairie Gallimard - Rouen,Universite,Education,188 avenue du Livre,Rouen,76,81046
702,Librairie Gibert - Tours,Mediatheque,Institutionnel,22 avenue du Livre,Tours,37,67850
703,Fnac Livres - Dijon,Librairie,Librairie,280 avenue du Livre,Dijon,21,38644
704,Cultura - Clermont-Ferrand,Bibliotheque,Institutionnel,218 avenue du Livre,Clermont-Ferrand,63,23423
705,Librairie Mollat - Montpellier,Grossiste,Distribution,127 avenue du Livre,Montpellier,34,49021
706,Librairie Decitre - Paris,Ecole,Education,17 avenue du Livre,Paris,75,68947
707,Le Furet du Nord - Lyon,Universite,Education,135 avenue du Livre,Lyon,69,55688
708,Librairie Kleen - Marseille,Mediatheque,Institutionnel,45 avenue du Livre,Marseille,13,67549
709,Librairie Sauramps - Toulouse,Librairie,Librairie,61 avenue du Livre,Toulouse,31,41056
710,Librairie Dialogues - Bordeaux,Bibliotheque,Institutionnel,108 avenue du Livre,Bordeaux,33,87060
711,Bibliotheque Nationale - Nantes,Grossiste,Distribution,180 avenue du Livre,Nantes,44,89988
712,BU Paris-Saclay - Strasbourg,Ecole,Education,220 avenue du Livre,Strasbourg,67,31755
713,Mediatheque de Lyon - Lille,Universite,Education,72 avenue du Livre,Lille,59,37082
714,CDI Lycee Voltaire - Rennes,Mediatheque,Institutionnel,106 avenue du Livre,Rennes,35,17780
715,Ecole Normale Superieure - Grenoble,Librairie,Librairie,292 avenue du Livre,Grenoble,38,55982
716,Grossiste Livres Express - Rouen,Bibliotheque,Institutionnel,273 avenue du Livre,Rouen,76,46842
717,France Loisirs - Tours,Grossiste,Distribution,276 avenue du Livre,Tours,37,32069
718,Chapitre.com - Dijon,Ecole,Education,166 avenue du Livre,Dijon,21,48356
719,Leslibraires.fr - Clermont-Ferrand,Universite,Education,149 avenue du Livre,Clermont-Ferrand,63,85069
720,Amazon France - Montpellier,Mediatheque,Institutionnel,137 avenue du Livre,Montpellier,34,77425
721,Librairie Gallimard - Paris,Librairie,Librairie,49 avenue du Livre,Paris,75,27771
722,Librairie Gibert - Lyon,Bibliotheque,Institutionnel,211 avenue du Livre,Lyon,69,17770
723,Fnac Livres - Marseille,Grossiste,Distribution,142 avenue du Livre,Marseille,13,95969
724,Cultura - Toulouse,Ecole,Education,65 avenue du Livre,Toulouse,31,27392
725,Librairie Mollat - Bordeaux,Universite,Education,128 avenue du Livre,Bordeaux,33,29168
726,Librairie Decitre - Nantes,Mediatheque,Institutionnel,165 avenue du Livre,Nantes,44,42447
727,Le Furet du Nord - Strasbourg,Librairie,Librairie,202 avenue du Livre,Strasbourg,67,74154
728,Librairie Kleen - Lille,Bibliotheque,Institutionnel,73 avenue du Livre,Lille,59,85684
729,Librairie Sauramps - Rennes,Grossiste,Distribution,138 avenue du Livre,Rennes,35,92288
730,Librairie Dialogues - Grenoble,Ecole,Education,213 avenue du Livre,Grenoble,38,59174
731,Bibliotheque Nationale - Rouen,Universite,Education,232 avenue du Livre,Rouen,76,19898
732,BU Paris-Saclay - Tours,Mediatheque,Institutionnel,48 avenue du Livre,Tours,37,62802
733,Mediatheque de Lyon - Dijon,Librairie,Librairie,264 avenue du Livre,Dijon,21,46467
734,CDI Lycee Voltaire - Clermont-Ferrand,Bibliotheque,Institutionnel,189 avenue du Livre,Clermont-Ferrand,63,69597
735,Ecole Normale Superieure - Montpellier,Grossiste,Distribution,250 avenue du Livre,Montpellier,34,52898
736,Grossiste Livres Express - Paris,Ecole,Education,298 avenue du Livre,Paris,75,10324
737,France Loisirs - Lyon,Universite,Education,48 avenue du Livre,Lyon,69,70089
738,Chapitre.com - Marseille,Mediatheque,Institutionnel,184 avenue du Livre,Marseille,13,18300
739,Leslibraires.fr - Toulouse,Librairie,Librairie,274 avenue du Livre,Toulouse,31,62129
740,Amazon France - Bordeaux,Bibliotheque,Institutionnel,112 avenue du Livre,Bordeaux,33,66314
741,Librairie Gallimard - Nantes,Grossiste,Distribution,109 avenue du Livre,Nantes,44,74843
742,Librairie Gibert - Strasbourg,Ecole,Education,138 avenue du Livre,Strasbourg,67,52318
743,Fnac Livres - Lille,Universite,Education,146 avenue du Livre,Lille,59,54270
744,Cultura - Rennes,Mediatheque,Institutionnel,281 avenue du Livre,Rennes,35,85750
745,Librairie Mollat - Grenoble,Librairie,Librairie,67 avenue du Livre,Grenoble,38,84205
746,Librairie Decitre - Rouen,Bibliotheque,Institutionnel,249 avenue du Livre,Rouen,76,55054
747,Le Furet du Nord - Tours,Grossiste,Distribution,25 avenue du Livre,Tours,37,16021
748,Librairie Kleen - Dijon,Ecole,Education,51 avenue du Livre,Dijon,21,92074
749,Librairie Sauramps - Clermont-Ferrand,Universite,Education,236 avenue du Livre,Clermont-Ferrand,63,12134
750,Librairie Dialogues - Montpellier,Mediatheque,Institutionnel,64 avenue du Livre,Montpellier,34,30707
751,Bibliotheque Nationale - Paris,Librairie,Librairie,226 avenue du Livre,Paris,75,69836
752,BU Paris-Saclay - Lyon,Bibliotheque,Institutionnel,1 avenue du Livre,Lyon,69,66072
753,Mediatheque de Lyon - Marseille,Grossiste,Distribution,104 avenue du Livre,Marseille,13,27290
754,CDI Lycee Voltaire - Toulouse,Ecole,Education,155 avenue du Livre,Toulouse,31,30837
755,Ecole Normale Superieure - Bordeaux,Universite,Education,141 avenue du Livre,Bordeaux,33,22234
756,Grossiste Livres Express - Nantes,Mediatheque,Institutionnel,185 avenue du Livre,Nantes,44,42819
757,France Loisirs - Strasbourg,Librairie,Librairie,43 avenue du Livre,Strasbourg,67,58738
758,Chapitre.com - Lille,Bibliotheque,Institutionnel,85 avenue du Livre,Lille,59,16787
759,Leslibraires.fr - Rennes,Grossiste,Distribution,203 avenue du Livre,Rennes,35,91999
760,Amazon France - Grenoble,Ecole,Education,157 avenue du Livre,Grenoble,38,40689
761,Librairie Gallimard - Rouen,Universite,Education,220 avenue du Livre,Rouen,76,95915
762,Librairie Gibert - Tours,Mediatheque,Institutionnel,47 avenue du Livre,Tours,37,22475
763,Fnac Livres - Dijon,Librairie,Librairie,1 avenue du Livre,Dijon,21,37973
764,Cultura - Clermont-Ferrand,Bibliotheque,Institutionnel,245 avenue du Livre,Clermont-Ferrand,63,20215
765,Librairie Mollat - Montpellier,Grossiste,Distribution,68 avenue du Livre,Montpellier,34,87814
766,Librairie Decitre - Paris,Ecole,Education,116 avenue du Livre,Paris,75,78084
767,Le Furet du Nord - Lyon,Universite,Education,228 avenue du Livre,Lyon,69,11217
768,Librairie Kleen - Marseille,Mediatheque,Institutionnel,5 avenue du Livre,Marseille,13,55032
769,Librairie Sauramps - Toulouse,Librairie,Librairie,62 avenue du Livre,Toulouse,31,65353
770,Librairie Dialogues - Bordeaux,Bibliotheque,Institutionnel,68 avenue du Livre,Bordeaux,33,72613
771,Bibliotheque Nationale - Nantes,Grossiste,Distribution,37 avenue du Livre,Nantes,44,40008
772,BU Paris-Saclay - Strasbourg,Ecole,Education,197 avenue du Livre,Strasbourg,67,21708
773,Mediatheque de Lyon - Lille,Universite,Education,53 avenue du Livre,Lille,59,23526
774,CDI Lycee Voltaire - Rennes,Mediatheque,Institutionnel,161 avenue du Livre,Rennes,35,58177
775,Ecole Normale Superieure - Grenoble,Librairie,Librairie,154 avenue du Livre,Grenoble,38,27973
776,Grossiste Livres Express - Rouen,Bibliotheque,Institutionnel,196 avenue du Livre,Rouen,76,27451
777,France Loisirs - Tours,Grossiste,Distribution,74 avenue du Livre,Tours,37,18966
778,Chapitre.com - Dijon,Ecole,Education,272 avenue du Livre,Dijon,21,83831
779,Leslibraires.fr - Clermont-Ferrand,Universite,Education,5 avenue du Livre,Clermont-Ferrand,63,89995
780,Amazon France - Montpellier,Mediatheque,Institutionnel,85 avenue du Livre,Montpellier,34,67684
781,Librairie Gallimard - Paris,Librairie,Librairie,180 avenue du Livre,Paris,75,37925
782,Librairie Gibert - Lyon,Bibliotheque,Institutionnel,78 avenue du Livre,Lyon,69,63963
783,Fnac Livres - Marseille,Grossiste,Distribution,227 avenue du Livre,Marseille,13,38474
784,Cultura - Toulouse,Ecole,Education,45 avenue du Livre,Toulouse,31,23168
785,Librairie Mollat - Bordeaux,Universite,Education,72 avenue du Livre,Bordeaux,33,26142
786,Librairie Decitre - Nantes,Mediatheque,Institutionnel,197 avenue du Livre,Nantes,44,56076
787,Le Furet du Nord - Strasbourg,Librairie,Librairie,220 avenue du Livre,Strasbourg,67,51222
788,Librairie Kleen - Lille,Bibliotheque,Institutionnel,72 avenue du Livre,Lille,59,42477
789,Librairie Sauramps - Rennes,Grossiste,Distribution,142 avenue du Livre,Rennes,35,94491
790,Librairie Dialogues - Grenoble,Ecole,Education,44 avenue du Livre,Grenoble,38,42527
791,Bibliotheque Nationale - Rouen,Universite,Education,284 avenue du Livre,Rouen,76,88774
792,BU Paris-Saclay - Tours,Mediatheque,Institutionnel,146 avenue du Livre,Tours,37,13515
793,Mediatheque de Lyon - Dijon,Librairie,Librairie,155 avenue du Livre,Dijon,21,36928
794,CDI Lycee Voltaire - Clermont-Ferrand,Bibliotheque,Institutionnel,266 avenue du Livre,Clermont-Ferrand,63,89551
795,Ecole Normale Superieure - Montpellier,Grossiste,Distribution,261 avenue du Livre,Montpellier,34,34726
796,Grossiste Livres Express - Paris,Ecole,Education,201 avenue du Livre,Paris,75,48737
797,France Loisirs - Lyon,Universite,Education,28 avenue du Livre,Lyon,69,41370
798,Chapitre.com - Marseille,Mediatheque,Institutionnel,254 avenue du Livre,Marseille,13,60578
799,Leslibraires.fr - Toulouse,Librairie,Librairie,58 avenue du Livre,Toulouse,31,41599
800,Amazon France - Bordeaux,Bibliotheque,Institutionnel,256 avenue du Livre,Bordeaux,33,93634
801,Librairie Gallimard - Nantes,Grossiste,Distribution,37 avenue du Livre,Nantes,44,79243
802,Librairie Gibert - Strasbourg,Ecole,Education,7 avenue du Livre,Strasbourg,67,57329
803,Fnac Livres - Lille,Universite,Education,163 avenue du Livre,Lille,59,27299
804,Cultura - Rennes,Mediatheque,Institutionnel,199 avenue du Livre,Rennes,35,84498
805,Librairie Mollat - Grenoble,Librairie,Librairie,216 avenue du Livre,Grenoble,38,57895
806,Librairie Decitre - Rouen,Bibliotheque,Institutionnel,280 avenue du Livre,Rouen,76,99514
807,Le Furet du Nord - Tours,Grossiste,Distribution,89 avenue du Livre,Tours,37,71736
808,Librairie Kleen - Dijon,Ecole,Education,38 avenue du Livre,Dijon,21,12187
809,Librairie Sauramps - Clermont-Ferrand,Universite,Education,35 avenue du Livre,Clermont-Ferrand,63,11807
810,Librairie Dialogues - Montpellier,Mediatheque,Institutionnel,135 avenue du Livre,Montpellier,34,38277
811,Bibliotheque Nationale - Paris,Librairie,Librairie,21 avenue du Livre,Paris,75,17925
812,BU Paris-Saclay - Lyon,Bibliotheque,Institutionnel,204 avenue du Livre,Lyon,69,76402
813,Mediatheque de Lyon - Marseille,Grossiste,Distribution,147 avenue du Livre,Marseille,13,92388
814,CDI Lycee Voltaire - Toulouse,Ecole,Education,257 avenue du Livre,Toulouse,31,64451
815,Ecole Normale Superieure - Bordeaux,Universite,Education,217 avenue du Livre,Bordeaux,33,62727
816,Grossiste Livres Express - Nantes,Mediatheque,Institutionnel,43 avenue du Livre,Nantes,44,93956
817,France Loisirs - Strasbourg,Librairie,Librairie,275 avenue du Livre,Strasbourg,67,80471
818,Chapitre.com - Lille,Bibliotheque,Institutionnel,79 avenue du Livre,Lille,59,46368
819,Leslibraires.fr - Rennes,Grossiste,Distribution,43 avenue du Livre,Rennes,35,50620
820,Amazon France - Grenoble,Ecole,Education,41 avenue du Livre,Grenoble,38,77017
821,Librairie Gallimard - Rouen,Universite,Education,105 avenue du Livre,Rouen,76,30365
822,Librairie Gibert - Tours,Mediatheque,Institutionnel,275 avenue du Livre,Tours,37,52827
823,Fnac Livres - Dijon,Librairie,Librairie,201 avenue du Livre,Dijon,21,86865
824,Cultura - Clermont-Ferrand,Bibliotheque,Institutionnel,34 avenue du Livre,Clermont-Ferrand,63,50654
825,Librairie Mollat - Montpellier,Grossiste,Distribution,224 avenue du Livre,Montpellier,34,41278
826,Librairie Decitre - Paris,Ecole,Education,30 avenue du Livre,Paris,75,42044
827,Le Furet du Nord - Lyon,Universite,Education,45 avenue du Livre,Lyon,69,66948
828,Librairie Kleen - Marseille,Mediatheque,Institutionnel,60 avenue du Livre,Marseille,13,69424
829,Librairie Sauramps - Toulouse,Librairie,Librairie,29 avenue du Livre,Toulouse,31,50539
830,Librairie Dialogues - Bordeaux,Bibliotheque,Institutionnel,90 avenue du Livre,Bordeaux,33,25655
831,Bibliotheque Nationale - Nantes,Grossiste,Distribution,7 avenue du Livre,Nantes,44,27984
832,BU Paris-Saclay - Strasbourg,Ecole,Education,6 avenue du Livre,Strasbourg,67,31473
833,Mediatheque de Lyon - Lille,Universite,Education,255 avenue du Livre,Lille,59,55443
834,CDI Lycee Voltaire - Rennes,Mediatheque,Institutionnel,268 avenue du Livre,Rennes,35,77793
835,Ecole Normale Superieure - Grenoble,Librairie,Librairie,133 avenue du Livre,Grenoble,38,31884
836,Grossiste Livres Express - Rouen,Bibliotheque,Institutionnel,191 avenue du Livre,Rouen,76,26637
837,France Loisirs - Tours,Grossiste,Distribution,138 avenue du Livre,Tours,37,25473
838,Chapitre.com - Dijon,Ecole,Education,16 avenue du Livre,Dijon,21,53910
839,Leslibraires.fr - Clermont-Ferrand,Universite,Education,220 avenue du Livre,Clermont-Ferrand,63,45649
840,Amazon France - Montpellier,Mediatheque,Institutionnel,269 avenue du Livre,Montpellier,34,18371
841,Librairie Gallimard - Paris,Librairie,Librairie,135 avenue du Livre,Paris,75,85582
842,Librairie Gibert - Lyon,Bibliotheque,Institutionnel,40 avenue du Livre,Lyon,69,75031
843,Fnac Livres - Marseille,Grossiste,Distribution,234 avenue du Livre,Marseille,13,76949
844,Cultura - Toulouse,Ecole,Education,185 avenue du Livre,Toulouse,31,17266
845,Librairie Mollat - Bordeaux,Universite,Education,256 avenue du Livre,Bordeaux,33,84302
846,Librairie Decitre - Nantes,Mediatheque,Institutionnel,86 avenue du Livre,Nantes,44,58193
847,Le Furet du Nord - Strasbourg,Librairie,Librairie,81 avenue du Livre,Strasbourg,67,43438
848,Librairie Kleen - Lille,Bibliotheque,Institutionnel,53 avenue du Livre,Lille,59,85223
849,Librairie Sauramps - Rennes,Grossiste,Distribution,60 avenue du Livre,Rennes,35,39937
850,Librairie Dialogues - Grenoble,Ecole,Education,261 avenue du Livre,Grenoble,38,10336
851,Bibliotheque Nationale - Rouen,Universite,Education,23 avenue du Livre,Rouen,76,11610
852,BU Paris-Saclay - Tours,Mediatheque,Institutionnel,126 avenue du Livre,Tours,37,16026
853,Mediatheque de Lyon - Dijon,Librairie,Librairie,242 avenue du Livre,Dijon,21,57707
854,CDI Lycee Voltaire - Clermont-Ferrand,Bibliotheque,Institutionnel,197 avenue du Livre,Clermont-Ferrand,63,29671
855,Ecole Normale Superieure - Montpellier,Grossiste,Distribution,92 avenue du Livre,Montpellier,34,14635
856,Grossiste Livres Express - Paris,Ecole,Education,284 avenue du Livre,Paris,75,95944
857,France Loisirs - Lyon,Universite,Education,215 avenue du Livre,Lyon,69,39427
858,Chapitre.com - Marseille,Mediatheque,Institutionnel,165 avenue du Livre,Marseille,13,42540
859,Leslibraires.fr - Toulouse,Librairie,Librairie,214 avenue du Livre,Toulouse,31,51934
860,Amazon France - Bordeaux,Bibliotheque,Institutionnel,139 avenue du Livre,Bordeaux,33,20208
